path;chunks
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-1042_20190924-181055_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.07892262, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.45207658, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.25344157, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.21568175, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.06191446, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.13335477, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.26091543, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.13255805, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.18435715, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.11479498, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.24031782, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.03281107, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.19434857, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.05643059, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.07804815, 'number': 15}, {'from': 225000, 'to': 240000, 'aggr_level': 0.040877245, 'number': 16}, {'from': 240000, 'to': 255000, 'aggr_level': 0.026638387, 'number': 17}, {'from': 255000, 'to': 270000, 'aggr_level': 0.03068497, 'number': 18}, {'from': 270000, 'to': 285000, 'aggr_level': 0.22278088, 'number': 19}, {'from': 285000, 'to': 300000, 'aggr_level': 0.035346873, 'number': 20}, {'from': 300000, 'to': 315000, 'aggr_level': 0.105592065, 'number': 21}, {'from': 315000, 'to': 330000, 'aggr_level': 0.23206821, 'number': 22}, {'from': 330000, 'to': 345000, 'aggr_level': 0.19655609, 'number': 23}, {'from': 345000, 'to': 360000, 'aggr_level': 0.010402402, 'number': 24}, {'from': 360000, 'to': 375000, 'aggr_level': 0.13168329, 'number': 25}, {'from': 375000, 'to': 390000, 'aggr_level': 0.19295278, 'number': 26}, {'from': 390000, 'to': 405000, 'aggr_level': 0.1547531, 'number': 27}, {'from': 405000, 'to': 420000, 'aggr_level': 0.038739678, 'number': 28}, {'from': 420000, 'to': 435000, 'aggr_level': 0.028835531, 'number': 29}, {'from': 435000, 'to': 450000, 'aggr_level': 0.06831414, 'number': 30}, {'from': 450000, 'to': 465000, 'aggr_level': 0.16415857, 'number': 31}, {'from': 465000, 'to': 480000, 'aggr_level': 0.12801054, 'number': 32}, {'from': 480000, 'to': 495000, 'aggr_level': 0.15474276, 'number': 33}, {'from': 495000, 'to': 510000, 'aggr_level': 0.060874905, 'number': 34}, {'from': 510000, 'to': 525000, 'aggr_level': 0.057731956, 'number': 35}, {'from': 525000, 'to': 540000, 'aggr_level': 0.18780679, 'number': 36}, {'from': 540000, 'to': 555000, 'aggr_level': 0.08420931, 'number': 37}, {'from': 555000, 'to': 570000, 'aggr_level': 0.09249172, 'number': 38}, {'from': 570000, 'to': 585000, 'aggr_level': 0.02482943, 'number': 39}, {'from': 585000, 'to': 600000, 'aggr_level': 0.04260357, 'number': 40}, {'from': 600000, 'to': 615000, 'aggr_level': 0.07853175, 'number': 41}, {'from': 615000, 'to': 630000, 'aggr_level': 0.24037379, 'number': 42}, {'from': 630000, 'to': 645000, 'aggr_level': 0.120507695, 'number': 43}, {'from': 645000, 'to': 660000, 'aggr_level': 0.16359225, 'number': 44}, {'from': 660000, 'to': 675000, 'aggr_level': 0.037559446, 'number': 45}, {'from': 675000, 'to': 690000, 'aggr_level': 0.14050527, 'number': 46}, {'from': 690000, 'to': 705000, 'aggr_level': 0.11510009, 'number': 47}, {'from': 705000, 'to': 720000, 'aggr_level': 0.035946023, 'number': 48}, {'from': 720000, 'to': 735000, 'aggr_level': 0.019693254, 'number': 49}, {'from': 735000, 'to': 750000, 'aggr_level': 0.019738376, 'number': 50}, {'from': 750000, 'to': 765000, 'aggr_level': 0.20204931, 'number': 51}, {'from': 765000, 'to': 780000, 'aggr_level': 0.24362747, 'number': 52}, {'from': 780000, 'to': 795000, 'aggr_level': 0.019029068, 'number': 53}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-534_20190925-180153_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.14686266, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.26391083, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.2792141, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.48881897, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.06227891, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.054777123, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.0412533, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.33273688, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.12033171, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.019459667, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.058065925, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.028630638, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.04466728, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.03507579, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.08262387, 'number': 15}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-841_20190923-191055_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.30245095, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.32276034, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.16252667, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.3686496, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.45665187, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.2939218, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.23541859, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.43020207, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.15132639, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.18908899, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.3315789, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.28936067, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.16818725, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.37606838, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.25334114, 'number': 15}, {'from': 225000, 'to': 240000, 'aggr_level': 0.23753773, 'number': 16}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-737_20190925-183652_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.40938053, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.13260005, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.28232914, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.05189822, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.17208232, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.048968356, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.40945727, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.09445648, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.03460162, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.06429219, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.22862546, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.033701014, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.18423364, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.118102945, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.19679326, 'number': 15}, {'from': 225000, 'to': 240000, 'aggr_level': 0.1572697, 'number': 16}, {'from': 240000, 'to': 255000, 'aggr_level': 0.2653496, 'number': 17}, {'from': 255000, 'to': 270000, 'aggr_level': 0.2094805, 'number': 18}, {'from': 270000, 'to': 285000, 'aggr_level': 0.20651767, 'number': 19}, {'from': 285000, 'to': 300000, 'aggr_level': 0.345808, 'number': 20}, {'from': 300000, 'to': 315000, 'aggr_level': 0.28865036, 'number': 21}, {'from': 315000, 'to': 330000, 'aggr_level': 0.20322435, 'number': 22}, {'from': 330000, 'to': 345000, 'aggr_level': 0.1688037, 'number': 23}, {'from': 345000, 'to': 360000, 'aggr_level': 0.04527888, 'number': 24}, {'from': 360000, 'to': 375000, 'aggr_level': 0.08844984, 'number': 25}, {'from': 375000, 'to': 390000, 'aggr_level': 0.026545087, 'number': 26}, {'from': 390000, 'to': 405000, 'aggr_level': 0.17798534, 'number': 27}, {'from': 405000, 'to': 420000, 'aggr_level': 0.17326492, 'number': 28}, {'from': 420000, 'to': 435000, 'aggr_level': 0.22048385, 'number': 29}, {'from': 435000, 'to': 450000, 'aggr_level': 0.04031954, 'number': 30}, {'from': 450000, 'to': 465000, 'aggr_level': 0.09134096, 'number': 31}, {'from': 465000, 'to': 480000, 'aggr_level': 0.08385333, 'number': 32}, {'from': 480000, 'to': 495000, 'aggr_level': 0.19304112, 'number': 33}, {'from': 495000, 'to': 510000, 'aggr_level': 0.18323343, 'number': 34}, {'from': 510000, 'to': 525000, 'aggr_level': 0.2756852, 'number': 35}, {'from': 525000, 'to': 540000, 'aggr_level': 0.11373438, 'number': 36}, {'from': 540000, 'to': 555000, 'aggr_level': 0.11976378, 'number': 37}, {'from': 555000, 'to': 570000, 'aggr_level': 0.05714802, 'number': 38}, {'from': 570000, 'to': 585000, 'aggr_level': 0.1124584, 'number': 39}, {'from': 585000, 'to': 600000, 'aggr_level': 0.041003797, 'number': 40}, {'from': 600000, 'to': 615000, 'aggr_level': 0.11506927, 'number': 41}, {'from': 615000, 'to': 630000, 'aggr_level': 0.14547135, 'number': 42}, {'from': 630000, 'to': 645000, 'aggr_level': 0.15194628, 'number': 43}, {'from': 645000, 'to': 660000, 'aggr_level': 0.17703667, 'number': 44}, {'from': 660000, 'to': 675000, 'aggr_level': 0.1499336, 'number': 45}, {'from': 675000, 'to': 690000, 'aggr_level': 0.08558367, 'number': 46}, {'from': 690000, 'to': 705000, 'aggr_level': 0.2128421, 'number': 47}, {'from': 705000, 'to': 720000, 'aggr_level': 0.15799928, 'number': 48}, {'from': 720000, 'to': 735000, 'aggr_level': 0.15756577, 'number': 49}, {'from': 735000, 'to': 750000, 'aggr_level': 0.059413735, 'number': 50}, {'from': 750000, 'to': 765000, 'aggr_level': 0.026970891, 'number': 51}, {'from': 765000, 'to': 780000, 'aggr_level': 0.05286448, 'number': 52}, {'from': 780000, 'to': 795000, 'aggr_level': 0.043972664, 'number': 53}, {'from': 795000, 'to': 810000, 'aggr_level': 0.17090274, 'number': 54}, {'from': 810000, 'to': 825000, 'aggr_level': 0.035909534, 'number': 55}, {'from': 825000, 'to': 840000, 'aggr_level': 0.13861252, 'number': 56}, {'from': 840000, 'to': 855000, 'aggr_level': 0.09361085, 'number': 57}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-657_20190925-192850_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.12126959, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.013762658, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.216759, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.31961823, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.20699729, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.25815445, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.27144572, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.3896104, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.14465326, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.4466013, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.07393006, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.114234366, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.04859176, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.108219475, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.16332786, 'number': 15}, {'from': 225000, 'to': 240000, 'aggr_level': 0.050691884, 'number': 16}, {'from': 240000, 'to': 255000, 'aggr_level': 0.053436495, 'number': 17}, {'from': 255000, 'to': 270000, 'aggr_level': 0.05543575, 'number': 18}, {'from': 270000, 'to': 285000, 'aggr_level': 0.06450756, 'number': 19}, {'from': 285000, 'to': 300000, 'aggr_level': 0.05908974, 'number': 20}, {'from': 300000, 'to': 315000, 'aggr_level': 0.069235064, 'number': 21}, {'from': 315000, 'to': 330000, 'aggr_level': 0.16341871, 'number': 22}, {'from': 330000, 'to': 345000, 'aggr_level': 0.28997633, 'number': 23}, {'from': 345000, 'to': 360000, 'aggr_level': 0.06375525, 'number': 24}, {'from': 360000, 'to': 375000, 'aggr_level': 0.10645257, 'number': 25}, {'from': 375000, 'to': 390000, 'aggr_level': 0.27283266, 'number': 26}, {'from': 390000, 'to': 405000, 'aggr_level': 0.14583014, 'number': 27}, {'from': 405000, 'to': 420000, 'aggr_level': 0.11301179, 'number': 28}, {'from': 420000, 'to': 435000, 'aggr_level': 0.05724025, 'number': 29}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-345_20190925-211154_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.023760777, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.028128987, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.0052908347, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.029804481, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.024853159, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.03980426, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.25477996, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.11563438, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.0068211434, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.03405095, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.10995693, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.14427204, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.010913022, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.019136028, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.017760577, 'number': 15}, {'from': 225000, 'to': 240000, 'aggr_level': 0.20664035, 'number': 16}, {'from': 240000, 'to': 255000, 'aggr_level': 0.0026861052, 'number': 17}, {'from': 255000, 'to': 270000, 'aggr_level': 0.020382741, 'number': 18}, {'from': 270000, 'to': 285000, 'aggr_level': 0.026699342, 'number': 19}, {'from': 285000, 'to': 300000, 'aggr_level': 0.047039583, 'number': 20}, {'from': 300000, 'to': 315000, 'aggr_level': 0.005167065, 'number': 21}, {'from': 315000, 'to': 330000, 'aggr_level': 0.029727384, 'number': 22}, {'from': 330000, 'to': 345000, 'aggr_level': 0.038524568, 'number': 23}, {'from': 345000, 'to': 360000, 'aggr_level': 0.039184704, 'number': 24}, {'from': 360000, 'to': 375000, 'aggr_level': 0.03255008, 'number': 25}, {'from': 375000, 'to': 390000, 'aggr_level': 0.009294708, 'number': 26}, {'from': 390000, 'to': 405000, 'aggr_level': 0.0167207, 'number': 27}, {'from': 405000, 'to': 420000, 'aggr_level': 0.04072796, 'number': 28}, {'from': 420000, 'to': 435000, 'aggr_level': 0.0067790537, 'number': 29}, {'from': 435000, 'to': 450000, 'aggr_level': 0.02356115, 'number': 30}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-103_20190923-172112_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.05740559, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.07114939, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.04951224, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.04413057, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.15148255, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.08194, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.055020742, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.037686173, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.08106227, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.054383118, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.031515792, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.14164867, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.026074186, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.02713629, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.11588672, 'number': 15}, {'from': 225000, 'to': 240000, 'aggr_level': 0.07725269, 'number': 16}, {'from': 240000, 'to': 255000, 'aggr_level': 0.13564317, 'number': 17}, {'from': 255000, 'to': 270000, 'aggr_level': 0.13333692, 'number': 18}, {'from': 270000, 'to': 285000, 'aggr_level': 0.2725474, 'number': 19}, {'from': 285000, 'to': 300000, 'aggr_level': 0.22693354, 'number': 20}, {'from': 300000, 'to': 315000, 'aggr_level': 0.15566017, 'number': 21}, {'from': 315000, 'to': 330000, 'aggr_level': 0.10460005, 'number': 22}, {'from': 330000, 'to': 345000, 'aggr_level': 0.043938432, 'number': 23}, {'from': 345000, 'to': 360000, 'aggr_level': 0.059699588, 'number': 24}, {'from': 360000, 'to': 375000, 'aggr_level': 0.091106325, 'number': 25}, {'from': 375000, 'to': 390000, 'aggr_level': 0.062874794, 'number': 26}, {'from': 390000, 'to': 405000, 'aggr_level': 0.07039371, 'number': 27}, {'from': 405000, 'to': 420000, 'aggr_level': 0.15498771, 'number': 28}, {'from': 420000, 'to': 435000, 'aggr_level': 0.04925687, 'number': 29}, {'from': 435000, 'to': 450000, 'aggr_level': 0.046788584, 'number': 30}, {'from': 450000, 'to': 465000, 'aggr_level': 0.022623867, 'number': 31}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-725_20190923-193835_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.37201947, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.28249407, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.09107341, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.19553106, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.2811857, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.1020721, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.16807543, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.14082249, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.21534425, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.18527547, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.3131938, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.41124007, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.33296275, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.23786594, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.38669488, 'number': 15}, {'from': 225000, 'to': 240000, 'aggr_level': 0.23339711, 'number': 16}, {'from': 240000, 'to': 255000, 'aggr_level': 0.15406466, 'number': 17}, {'from': 255000, 'to': 270000, 'aggr_level': 0.1721094, 'number': 18}, {'from': 270000, 'to': 285000, 'aggr_level': 0.33377746, 'number': 19}, {'from': 285000, 'to': 300000, 'aggr_level': 0.12478721, 'number': 20}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-794_20190925-173243_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.20870198, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.35161203, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.23715848, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.4231902, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.30080637, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.18874955, 'number': 6}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-742_20190925-191338_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.09223475, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.29682407, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.32052475, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.5153736, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.29771695, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.4778086, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.07797039, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.04348168, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.31771252, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.39980546, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.27675503, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.35079053, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.051736288, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.1364023, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.08291438, 'number': 15}, {'from': 225000, 'to': 240000, 'aggr_level': 0.052785493, 'number': 16}, {'from': 240000, 'to': 255000, 'aggr_level': 0.09130076, 'number': 17}, {'from': 255000, 'to': 270000, 'aggr_level': 0.12622237, 'number': 18}, {'from': 270000, 'to': 285000, 'aggr_level': 0.12682933, 'number': 19}, {'from': 285000, 'to': 300000, 'aggr_level': 0.18388787, 'number': 20}, {'from': 300000, 'to': 315000, 'aggr_level': 0.29452735, 'number': 21}, {'from': 315000, 'to': 330000, 'aggr_level': 0.21574463, 'number': 22}, {'from': 330000, 'to': 345000, 'aggr_level': 0.15795763, 'number': 23}, {'from': 345000, 'to': 360000, 'aggr_level': 0.07758853, 'number': 24}, {'from': 360000, 'to': 375000, 'aggr_level': 0.16009617, 'number': 25}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-950_20190924-193300_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.07218325, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.14428145, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.14713138, 'number': 3}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-1258_20190924-175403_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.08884147, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.025365504, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.018581621, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.06941287, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.037326813, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.06024605, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.09505171, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.032807697, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.19455911, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.084799446, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.0864799, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.054987654, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.016970426, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.024087192, 'number': 14}, {'from': 210000, 'to': 225000, 'aggr_level': 0.11800332, 'number': 15}]
/home/gpn/Voice_emotion_zdy/gpn_prod_check/device-757_20190925-174826_speech.mp3;[{'from': 0, 'to': 15000, 'aggr_level': 0.24414788, 'number': 1}, {'from': 15000, 'to': 30000, 'aggr_level': 0.1387933, 'number': 2}, {'from': 30000, 'to': 45000, 'aggr_level': 0.25831568, 'number': 3}, {'from': 45000, 'to': 60000, 'aggr_level': 0.11763722, 'number': 4}, {'from': 60000, 'to': 75000, 'aggr_level': 0.17240186, 'number': 5}, {'from': 75000, 'to': 90000, 'aggr_level': 0.152647, 'number': 6}, {'from': 90000, 'to': 105000, 'aggr_level': 0.17452556, 'number': 7}, {'from': 105000, 'to': 120000, 'aggr_level': 0.30904767, 'number': 8}, {'from': 120000, 'to': 135000, 'aggr_level': 0.25900117, 'number': 9}, {'from': 135000, 'to': 150000, 'aggr_level': 0.1272604, 'number': 10}, {'from': 150000, 'to': 165000, 'aggr_level': 0.17106569, 'number': 11}, {'from': 165000, 'to': 180000, 'aggr_level': 0.23237911, 'number': 12}, {'from': 180000, 'to': 195000, 'aggr_level': 0.29887822, 'number': 13}, {'from': 195000, 'to': 210000, 'aggr_level': 0.11892895, 'number': 14}]
